"state","year","min_wage","gdp_millions","unemployment","population","rental_vacancy_rate","bachelors","homeowner_rate","manufacturing"
"AZ",1917,NA,NA,NA,311,NA,NA,NA,NA
"AZ",1918,NA,NA,NA,320,NA,NA,NA,NA
"AZ",1919,NA,NA,NA,329,NA,NA,NA,NA
"AZ",1920,NA,NA,NA,340,NA,NA,NA,NA
"AZ",1921,NA,NA,NA,351,NA,NA,NA,NA
"AZ",1922,NA,NA,NA,360,NA,NA,NA,NA
"AZ",1923,NA,NA,NA,371,NA,NA,NA,NA
"AZ",1924,NA,NA,NA,382,NA,NA,NA,NA
"AZ",1925,NA,NA,NA,393,NA,NA,NA,NA
"AZ",1926,NA,NA,NA,403,NA,NA,NA,NA
"AZ",1927,NA,NA,NA,414,NA,NA,NA,NA
"AZ",1928,NA,NA,NA,422,NA,NA,NA,NA
"AZ",1929,NA,NA,NA,430,NA,NA,NA,NA
"AZ",1930,NA,NA,NA,434,NA,NA,NA,NA
"AZ",1931,NA,NA,NA,429,NA,NA,NA,NA
"AZ",1932,NA,NA,NA,426,NA,NA,NA,NA
"AZ",1933,NA,NA,NA,426,NA,NA,NA,NA
"AZ",1934,NA,NA,NA,428,NA,NA,NA,NA
"AZ",1935,NA,NA,NA,434,NA,NA,NA,NA
"AZ",1936,NA,NA,NA,443,NA,NA,NA,NA
"AZ",1937,NA,NA,NA,453,NA,NA,NA,NA
"AZ",1938,NA,NA,NA,466,NA,NA,NA,NA
"AZ",1939,NA,NA,NA,484,NA,NA,NA,NA
"AZ",1940,NA,NA,NA,499,NA,NA,NA,NA
"AZ",1941,NA,NA,NA,490,NA,NA,NA,NA
"AZ",1942,NA,NA,NA,524,NA,NA,NA,NA
"AZ",1943,NA,NA,NA,692,NA,NA,NA,NA
"AZ",1944,NA,NA,NA,610,NA,NA,NA,NA
"AZ",1945,NA,NA,NA,594,NA,NA,NA,NA
"AZ",1946,NA,NA,NA,616,NA,NA,NA,NA
"AZ",1947,NA,NA,NA,653,NA,NA,NA,NA
"AZ",1948,NA,NA,NA,690,NA,NA,NA,NA
"AZ",1949,NA,NA,NA,714,NA,NA,NA,NA
"AZ",1950,NA,NA,NA,756,NA,NA,NA,NA
"AZ",1951,NA,NA,NA,785,NA,NA,NA,NA
"AZ",1952,NA,NA,NA,842,NA,NA,NA,NA
"AZ",1953,NA,NA,NA,894,NA,NA,NA,NA
"AZ",1954,NA,NA,NA,933,NA,NA,NA,NA
"AZ",1955,NA,NA,NA,987,NA,NA,NA,NA
"AZ",1956,NA,NA,NA,1053,NA,NA,NA,NA
"AZ",1957,NA,NA,NA,1125,NA,NA,NA,NA
"AZ",1958,NA,NA,NA,1193,NA,NA,NA,NA
"AZ",1959,NA,NA,NA,1261,NA,NA,NA,NA
"AZ",1960,NA,NA,NA,1321,NA,NA,NA,NA
"AZ",1961,NA,NA,NA,1407,NA,NA,NA,NA
"AZ",1962,NA,NA,NA,1471,NA,NA,NA,NA
"AZ",1963,NA,NA,NA,1521,NA,NA,NA,NA
"AZ",1964,NA,NA,NA,1556,NA,NA,NA,NA
"AZ",1965,NA,NA,NA,1584,NA,NA,NA,NA
"AZ",1966,NA,NA,NA,1614,NA,NA,NA,NA
"AZ",1967,NA,NA,NA,1646,NA,NA,NA,NA
"AZ",1968,NA,NA,NA,1682,NA,NA,NA,NA
"AZ",1969,NA,NA,NA,1737,NA,NA,NA,NA
"AZ",1970,NA,NA,NA,1775.399,NA,NA,NA,NA
"AZ",1971,NA,NA,NA,1895.814,NA,NA,NA,NA
"AZ",1972,NA,NA,NA,2008.291,NA,NA,NA,NA
"AZ",1973,NA,NA,NA,2124.438,NA,NA,NA,NA
"AZ",1974,NA,NA,NA,2223.196,NA,NA,NA,NA
"AZ",1975,NA,NA,NA,2284.847,NA,NA,NA,NA
"AR",1900,NA,NA,NA,1314,NA,NA,NA,NA
"AR",1901,NA,NA,NA,1341,NA,NA,NA,NA
"AR",1902,NA,NA,NA,1360,NA,NA,NA,NA
"AR",1903,NA,NA,NA,1384,NA,NA,NA,NA
"AR",1904,NA,NA,NA,1419,NA,NA,NA,NA
"AR",1905,NA,NA,NA,1447,NA,NA,NA,NA
"AR",1906,NA,NA,NA,1465,NA,NA,NA,NA
"AR",1907,NA,NA,NA,1484,NA,NA,NA,NA
"AR",1908,NA,NA,NA,1513,NA,NA,NA,NA
"AR",1909,NA,NA,NA,1545,NA,NA,NA,NA
"AR",1910,NA,NA,NA,1583,NA,NA,NA,NA
"AR",1911,NA,NA,NA,1610,NA,NA,NA,NA
"AR",1912,NA,NA,NA,1636,NA,NA,NA,NA
"AR",1913,NA,NA,NA,1664,NA,NA,NA,NA
"AR",1914,NA,NA,NA,1688,NA,NA,NA,NA
"AR",1915,NA,NA,NA,1702,NA,NA,NA,NA
"AR",1916,NA,NA,NA,1719,NA,NA,NA,NA
"AR",1917,NA,NA,NA,1737,NA,NA,NA,NA
"AR",1918,NA,NA,NA,1749,NA,NA,NA,NA
"AR",1919,NA,NA,NA,1742,NA,NA,NA,NA
"AR",1920,NA,NA,NA,1756,NA,NA,NA,NA
"AR",1921,NA,NA,NA,1769,NA,NA,NA,NA
"AR",1922,NA,NA,NA,1772,NA,NA,NA,NA
"AR",1923,NA,NA,NA,1784,NA,NA,NA,NA
"AR",1924,NA,NA,NA,1800,NA,NA,NA,NA
"AR",1925,NA,NA,NA,1812,NA,NA,NA,NA
"AR",1926,NA,NA,NA,1826,NA,NA,NA,NA
"AR",1927,NA,NA,NA,1840,NA,NA,NA,NA
"AR",1928,NA,NA,NA,1847,NA,NA,NA,NA
"AR",1929,NA,NA,NA,1852,NA,NA,NA,NA
"AR",1930,NA,NA,NA,1859,NA,NA,NA,NA
"AR",1931,NA,NA,NA,1848,NA,NA,NA,NA
"AR",1932,NA,NA,NA,1836,NA,NA,NA,NA
"AR",1933,NA,NA,NA,1854,NA,NA,NA,NA
"AR",1934,NA,NA,NA,1878,NA,NA,NA,NA
"AR",1935,NA,NA,NA,1890,NA,NA,NA,NA
"AR",1936,NA,NA,NA,1892,NA,NA,NA,NA
"AR",1937,NA,NA,NA,1903,NA,NA,NA,NA
"AR",1938,NA,NA,NA,1928,NA,NA,NA,NA
"AR",1939,NA,NA,NA,1948,NA,NA,NA,NA
"AR",1940,NA,NA,NA,1955,NA,NA,NA,NA
"AR",1941,NA,NA,NA,1969,NA,NA,NA,NA
"AR",1942,NA,NA,NA,1977,NA,NA,NA,NA
"AR",1943,NA,NA,NA,1843,NA,NA,NA,NA
"AR",1944,NA,NA,NA,1768,NA,NA,NA,NA
"AR",1945,NA,NA,NA,1762,NA,NA,NA,NA
"AR",1946,NA,NA,NA,1797,NA,NA,NA,NA
"AR",1947,NA,NA,NA,1836,NA,NA,NA,NA
"AR",1948,NA,NA,NA,1825,NA,NA,NA,NA
"AR",1949,NA,NA,NA,1844,NA,NA,NA,NA
"AR",1950,NA,NA,NA,1908,NA,NA,NA,NA
"AR",1951,NA,NA,NA,1901,NA,NA,NA,NA
"AR",1952,NA,NA,NA,1838,NA,NA,NA,NA
"AR",1953,NA,NA,NA,1780,NA,NA,NA,NA
"AR",1954,NA,NA,NA,1734,NA,NA,NA,NA
"AR",1955,NA,NA,NA,1725,NA,NA,NA,NA
"AR",1956,NA,NA,NA,1704,NA,NA,NA,NA
"AR",1957,NA,NA,NA,1733,NA,NA,NA,NA
"AR",1958,NA,NA,NA,1726,NA,NA,NA,NA
"AR",1959,NA,NA,NA,1756,NA,NA,NA,NA
"AR",1960,NA,NA,NA,1789,NA,NA,NA,NA
"AR",1961,NA,NA,NA,1806,NA,NA,NA,NA
"AR",1962,NA,NA,NA,1853,NA,NA,NA,NA
"AR",1963,NA,NA,NA,1875,NA,NA,NA,NA
"AR",1964,NA,NA,NA,1897,NA,NA,NA,NA
"AR",1965,NA,NA,NA,1894,NA,NA,NA,NA
"AR",1966,NA,NA,NA,1899,NA,NA,NA,NA
"AR",1967,NA,NA,NA,1901,NA,NA,NA,NA
"AR",1968,NA,NA,NA,1902,NA,NA,NA,NA
"AR",1969,NA,NA,NA,1913,NA,NA,NA,NA
"AR",1970,NA,NA,NA,1923.322,NA,NA,NA,NA
"AR",1971,NA,NA,NA,1972.312,NA,NA,NA,NA
"AR",1972,NA,NA,NA,2018.638,NA,NA,NA,NA
"AR",1973,NA,NA,NA,2059.256,NA,NA,NA,NA
"AR",1974,NA,NA,NA,2101.403,NA,NA,NA,NA
"AR",1975,NA,NA,NA,2159.526,NA,NA,NA,NA
"CA",1900,NA,NA,NA,1490,NA,NA,NA,NA
"CA",1901,NA,NA,NA,1550,NA,NA,NA,NA
"CA",1902,NA,NA,NA,1623,NA,NA,NA,NA
"CA",1903,NA,NA,NA,1702,NA,NA,NA,NA
"CA",1904,NA,NA,NA,1792,NA,NA,NA,NA
"CA",1905,NA,NA,NA,1893,NA,NA,NA,NA
"CA",1906,NA,NA,NA,1976,NA,NA,NA,NA
"CA",1907,NA,NA,NA,2054,NA,NA,NA,NA
"CA",1908,NA,NA,NA,2161,NA,NA,NA,NA
"CA",1909,NA,NA,NA,2282,NA,NA,NA,NA
"CA",1910,NA,NA,NA,2406,NA,NA,NA,NA
"CA",1911,NA,NA,NA,2534,NA,NA,NA,NA
"CA",1912,NA,NA,NA,2668,NA,NA,NA,NA
"CA",1913,NA,NA,NA,2811,NA,NA,NA,NA
"CA",1914,NA,NA,NA,2934,NA,NA,NA,NA
"CA",1915,NA,NA,NA,3008,NA,NA,NA,NA
"CA",1916,NA,NA,NA,3071,NA,NA,NA,NA
"CA",1917,NA,NA,NA,3171,NA,NA,NA,NA
"CA",1918,NA,NA,NA,3262,NA,NA,NA,NA
"CA",1919,NA,NA,NA,3339,NA,NA,NA,NA
"CA",1920,NA,NA,NA,3554,NA,NA,NA,NA
"CA",1921,NA,NA,NA,3795,NA,NA,NA,NA
"CA",1922,NA,NA,NA,3991,NA,NA,NA,NA
"CA",1923,NA,NA,NA,4270,NA,NA,NA,NA
"CA",1924,NA,NA,NA,4541,NA,NA,NA,NA
"CA",1925,NA,NA,NA,4730,NA,NA,NA,NA
"CA",1926,NA,NA,NA,4929,NA,NA,NA,NA
"CA",1927,NA,NA,NA,5147,NA,NA,NA,NA
"CA",1928,NA,NA,NA,5344,NA,NA,NA,NA
"CA",1929,NA,NA,NA,5531,NA,NA,NA,NA
"CA",1930,NA,NA,NA,5711,NA,NA,NA,NA
"CA",1931,NA,NA,NA,5824,NA,NA,NA,NA
"CA",1932,NA,NA,NA,5894,NA,NA,NA,NA
"CA",1933,NA,NA,NA,5963,NA,NA,NA,NA
"CA",1934,NA,NA,NA,6060,NA,NA,NA,NA
"CA",1935,NA,NA,NA,6175,NA,NA,NA,NA
"CA",1936,NA,NA,NA,6341,NA,NA,NA,NA
"CA",1937,NA,NA,NA,6528,NA,NA,NA,NA
"CA",1938,NA,NA,NA,6656,NA,NA,NA,NA
"CA",1939,NA,NA,NA,6785,NA,NA,NA,NA
"CA",1940,NA,NA,NA,6950,NA,NA,NA,NA
"CA",1941,NA,NA,NA,7237,NA,NA,NA,NA
"CA",1942,NA,NA,NA,7735,NA,NA,NA,NA
"CA",1943,NA,NA,NA,8506,NA,NA,NA,NA
"CA",1944,NA,NA,NA,8945,NA,NA,NA,NA
"CA",1945,NA,NA,NA,9344,NA,NA,NA,NA
"CA",1946,NA,NA,NA,9559,NA,NA,NA,NA
"CA",1947,NA,NA,NA,9832,NA,NA,NA,NA
"CA",1948,NA,NA,NA,10064,NA,NA,NA,NA
"CA",1949,NA,NA,NA,10337,NA,NA,NA,NA
"CA",1950,NA,NA,NA,10677,NA,NA,NA,NA
"CA",1951,NA,NA,NA,11134,NA,NA,NA,NA
"CA",1952,NA,NA,NA,11635,NA,NA,NA,NA
"CA",1953,NA,NA,NA,12251,NA,NA,NA,NA
"CA",1954,NA,NA,NA,12746,NA,NA,NA,NA
"CA",1955,NA,NA,NA,13133,NA,NA,NA,NA
"CA",1956,NA,NA,NA,13713,NA,NA,NA,NA
"CA",1957,NA,NA,NA,14264,NA,NA,NA,NA
"CA",1958,NA,NA,NA,14880,NA,NA,NA,NA
"CA",1959,NA,NA,NA,15467,NA,NA,NA,NA
"CA",1960,NA,NA,NA,15870,NA,NA,NA,NA
"CA",1961,NA,NA,NA,16497,NA,NA,NA,NA
"CA",1962,NA,NA,NA,17072,NA,NA,NA,NA
"CA",1963,NA,NA,NA,17668,NA,NA,NA,NA
"CA",1964,NA,NA,NA,18151,NA,NA,NA,NA
"CA",1965,NA,NA,NA,18585,NA,NA,NA,NA
"CA",1966,NA,NA,NA,18858,NA,NA,NA,NA
"CA",1967,NA,NA,NA,19176,NA,NA,NA,NA
"CA",1968,NA,NA,NA,19394,NA,NA,NA,NA
"CA",1969,NA,NA,NA,19711,NA,NA,NA,NA
"CA",1970,NA,NA,NA,19971.069,NA,NA,NA,NA
"CA",1971,NA,NA,NA,20345.939,NA,NA,NA,NA
"CA",1972,NA,NA,NA,20585.469,NA,NA,NA,NA
"CA",1973,NA,NA,NA,20868.728,NA,NA,NA,NA
"CA",1974,NA,NA,NA,21173.865,NA,NA,NA,NA
"CA",1975,NA,NA,NA,21537.849,NA,NA,NA,NA
"CO",1900,NA,NA,NA,543,NA,NA,NA,NA
"CO",1901,NA,NA,NA,581,NA,NA,NA,NA
"CO",1902,NA,NA,NA,621,NA,NA,NA,NA
"CO",1903,NA,NA,NA,652,NA,NA,NA,NA
"CO",1904,NA,NA,NA,659,NA,NA,NA,NA
"CO",1905,NA,NA,NA,680,NA,NA,NA,NA
"CO",1906,NA,NA,NA,707,NA,NA,NA,NA
"CO",1907,NA,NA,NA,733,NA,NA,NA,NA
"CO",1908,NA,NA,NA,757,NA,NA,NA,NA
"CO",1909,NA,NA,NA,775,NA,NA,NA,NA
"CO",1910,NA,NA,NA,804,NA,NA,NA,NA
"CO",1911,NA,NA,NA,821,NA,NA,NA,NA
"CO",1912,NA,NA,NA,832,NA,NA,NA,NA
"CO",1913,NA,NA,NA,835,NA,NA,NA,NA
"CO",1914,NA,NA,NA,846,NA,NA,NA,NA
"CO",1915,NA,NA,NA,868,NA,NA,NA,NA
"CO",1916,NA,NA,NA,892,NA,NA,NA,NA
"CO",1917,NA,NA,NA,910,NA,NA,NA,NA
"CO",1918,NA,NA,NA,906,NA,NA,NA,NA
"CO",1919,NA,NA,NA,938,NA,NA,NA,NA
"CO",1920,NA,NA,NA,937,NA,NA,NA,NA
"CO",1921,NA,NA,NA,961,NA,NA,NA,NA
"CO",1922,NA,NA,NA,965,NA,NA,NA,NA
"CO",1923,NA,NA,NA,984,NA,NA,NA,NA
"CO",1924,NA,NA,NA,1014,NA,NA,NA,NA
"CO",1925,NA,NA,NA,1019,NA,NA,NA,NA
"CO",1926,NA,NA,NA,1016,NA,NA,NA,NA
"CO",1927,NA,NA,NA,1028,NA,NA,NA,NA
"CO",1928,NA,NA,NA,1014,NA,NA,NA,NA
"CO",1929,NA,NA,NA,1008,NA,NA,NA,NA
"CO",1930,NA,NA,NA,1040,NA,NA,NA,NA
"CO",1931,NA,NA,NA,1056,NA,NA,NA,NA
"CO",1932,NA,NA,NA,1066,NA,NA,NA,NA
"CO",1933,NA,NA,NA,1071,NA,NA,NA,NA
"CO",1934,NA,NA,NA,1075,NA,NA,NA,NA
"CO",1935,NA,NA,NA,1078,NA,NA,NA,NA
"CO",1936,NA,NA,NA,1090,NA,NA,NA,NA
"CO",1937,NA,NA,NA,1104,NA,NA,NA,NA
"CO",1938,NA,NA,NA,1112,NA,NA,NA,NA
"CO",1939,NA,NA,NA,1120,NA,NA,NA,NA
"CO",1940,NA,NA,NA,1130,NA,NA,NA,NA
"CO",1941,NA,NA,NA,1124,NA,NA,NA,NA
"CO",1942,NA,NA,NA,1113,NA,NA,NA,NA
"CO",1943,NA,NA,NA,1153,NA,NA,NA,NA
"CO",1944,NA,NA,NA,1137,NA,NA,NA,NA
"CO",1945,NA,NA,NA,1116,NA,NA,NA,NA
"CO",1946,NA,NA,NA,1203,NA,NA,NA,NA
"CO",1947,NA,NA,NA,1237,NA,NA,NA,NA
"CO",1948,NA,NA,NA,1263,NA,NA,NA,NA
"CO",1949,NA,NA,NA,1295,NA,NA,NA,NA
"CO",1950,NA,NA,NA,1325,NA,NA,NA,NA
"CO",1951,NA,NA,NA,1326,NA,NA,NA,NA
"CO",1952,NA,NA,NA,1365,NA,NA,NA,NA
"CO",1953,NA,NA,NA,1431,NA,NA,NA,NA
"CO",1954,NA,NA,NA,1493,NA,NA,NA,NA
"CO",1955,NA,NA,NA,1546,NA,NA,NA,NA
"CO",1956,NA,NA,NA,1625,NA,NA,NA,NA
"CO",1957,NA,NA,NA,1664,NA,NA,NA,NA
"CO",1958,NA,NA,NA,1667,NA,NA,NA,NA
"CO",1959,NA,NA,NA,1710,NA,NA,NA,NA
"CO",1960,NA,NA,NA,1769,NA,NA,NA,NA
"CO",1961,NA,NA,NA,1844,NA,NA,NA,NA
"CO",1962,NA,NA,NA,1899,NA,NA,NA,NA
"CO",1963,NA,NA,NA,1936,NA,NA,NA,NA
"CO",1964,NA,NA,NA,1970,NA,NA,NA,NA
"CO",1965,NA,NA,NA,1985,NA,NA,NA,NA
"CO",1966,NA,NA,NA,2007,NA,NA,NA,NA
"CO",1967,NA,NA,NA,2053,NA,NA,NA,NA
"CO",1968,NA,NA,NA,2120,NA,NA,NA,NA
"CO",1969,NA,NA,NA,2166,NA,NA,NA,NA
"CO",1970,NA,NA,NA,2209.596,NA,NA,NA,NA
"CO",1971,NA,NA,NA,2303.524,NA,NA,NA,NA
"CO",1972,NA,NA,NA,2404.619,NA,NA,NA,NA
"CO",1973,NA,NA,NA,2495.868,NA,NA,NA,NA
"CO",1974,NA,NA,NA,2541.406,NA,NA,NA,NA
"CO",1975,NA,NA,NA,2586.192,NA,NA,NA,NA
"CT",1900,NA,NA,NA,910,NA,NA,NA,NA
"CT",1901,NA,NA,NA,931,NA,NA,NA,NA
"CT",1902,NA,NA,NA,952,NA,NA,NA,NA
"CT",1903,NA,NA,NA,972,NA,NA,NA,NA
"CT",1904,NA,NA,NA,987,NA,NA,NA,NA
"CT",1905,NA,NA,NA,1010,NA,NA,NA,NA
"CT",1906,NA,NA,NA,1033,NA,NA,NA,NA
"CT",1907,NA,NA,NA,1057,NA,NA,NA,NA
"CT",1908,NA,NA,NA,1077,NA,NA,NA,NA
"CT",1909,NA,NA,NA,1097,NA,NA,NA,NA
"CT",1910,NA,NA,NA,1122,NA,NA,NA,NA
"CT",1911,NA,NA,NA,1149,NA,NA,NA,NA
"CT",1912,NA,NA,NA,1176,NA,NA,NA,NA
"CT",1913,NA,NA,NA,1208,NA,NA,NA,NA
"CT",1914,NA,NA,NA,1233,NA,NA,NA,NA
"CT",1915,NA,NA,NA,1258,NA,NA,NA,NA
"CT",1916,NA,NA,NA,1294,NA,NA,NA,NA
"CT",1917,NA,NA,NA,1327,NA,NA,NA,NA
"CT",1918,NA,NA,NA,1329,NA,NA,NA,NA
"CT",1919,NA,NA,NA,1359,NA,NA,NA,NA
"CT",1920,NA,NA,NA,1391,NA,NA,NA,NA
"CT",1921,NA,NA,NA,1415,NA,NA,NA,NA
"CT",1922,NA,NA,NA,1431,NA,NA,NA,NA
"CT",1923,NA,NA,NA,1455,NA,NA,NA,NA
"CT",1924,NA,NA,NA,1481,NA,NA,NA,NA
"CT",1925,NA,NA,NA,1506,NA,NA,NA,NA
"CT",1926,NA,NA,NA,1531,NA,NA,NA,NA
"CT",1927,NA,NA,NA,1557,NA,NA,NA,NA
"CT",1928,NA,NA,NA,1577,NA,NA,NA,NA
"CT",1929,NA,NA,NA,1594,NA,NA,NA,NA
"CT",1930,NA,NA,NA,1613,NA,NA,NA,NA
"CT",1931,NA,NA,NA,1628,NA,NA,NA,NA
"CT",1932,NA,NA,NA,1637,NA,NA,NA,NA
"CT",1933,NA,NA,NA,1642,NA,NA,NA,NA
"CT",1934,NA,NA,NA,1650,NA,NA,NA,NA
"CT",1935,NA,NA,NA,1666,NA,NA,NA,NA
"CT",1936,NA,NA,NA,1672,NA,NA,NA,NA
"CT",1937,NA,NA,NA,1678,NA,NA,NA,NA
"CT",1938,NA,NA,NA,1684,NA,NA,NA,NA
"CT",1939,NA,NA,NA,1696,NA,NA,NA,NA
"CT",1940,NA,NA,NA,1708,NA,NA,NA,NA
"CT",1941,NA,NA,NA,1746,NA,NA,NA,NA
"CT",1942,NA,NA,NA,1792,NA,NA,NA,NA
"CT",1943,NA,NA,NA,1792,NA,NA,NA,NA
"CT",1944,NA,NA,NA,1778,NA,NA,NA,NA
"CT",1945,NA,NA,NA,1769,NA,NA,NA,NA
"CT",1946,NA,NA,NA,1906,NA,NA,NA,NA
"CT",1947,NA,NA,NA,1967,NA,NA,NA,NA
"CT",1948,NA,NA,NA,2014,NA,NA,NA,NA
"CT",1949,NA,NA,NA,2032,NA,NA,NA,NA
"CT",1950,NA,NA,NA,2016,NA,NA,NA,NA
"CT",1951,NA,NA,NA,2028,NA,NA,NA,NA
"CT",1952,NA,NA,NA,2081,NA,NA,NA,NA
"CT",1953,NA,NA,NA,2168,NA,NA,NA,NA
"CT",1954,NA,NA,NA,2249,NA,NA,NA,NA
"CT",1955,NA,NA,NA,2300,NA,NA,NA,NA
"CT",1956,NA,NA,NA,2316,NA,NA,NA,NA
"CT",1957,NA,NA,NA,2359,NA,NA,NA,NA
"CT",1958,NA,NA,NA,2446,NA,NA,NA,NA
"CT",1959,NA,NA,NA,2523,NA,NA,NA,NA
"CT",1960,NA,NA,NA,2544,NA,NA,NA,NA
"CT",1961,NA,NA,NA,2586,NA,NA,NA,NA
"CT",1962,NA,NA,NA,2647,NA,NA,NA,NA
"CT",1963,NA,NA,NA,2727,NA,NA,NA,NA
"CT",1964,NA,NA,NA,2798,NA,NA,NA,NA
"CT",1965,NA,NA,NA,2857,NA,NA,NA,NA
"CT",1966,NA,NA,NA,2903,NA,NA,NA,NA
"CT",1967,NA,NA,NA,2935,NA,NA,NA,NA
"CT",1968,NA,NA,NA,2964,NA,NA,NA,NA
"CT",1969,NA,NA,NA,3000,NA,NA,NA,NA
"CT",1970,NA,NA,NA,3032.217,NA,NA,NA,NA
"CT",1971,NA,NA,NA,3060.938,NA,NA,NA,NA
"CT",1972,NA,NA,NA,3068.699,NA,NA,NA,NA
"CT",1973,NA,NA,NA,3067.814,NA,NA,NA,NA
"CT",1974,NA,NA,NA,3074.047,NA,NA,NA,NA
"CT",1975,NA,NA,NA,3082.5,NA,NA,NA,NA
"DE",1900,NA,NA,NA,185,NA,NA,NA,NA
"DE",1901,NA,NA,NA,187,NA,NA,NA,NA
"DE",1902,NA,NA,NA,188,NA,NA,NA,NA
"DE",1903,NA,NA,NA,190,NA,NA,NA,NA
"DE",1904,NA,NA,NA,192,NA,NA,NA,NA
"DE",1905,NA,NA,NA,194,NA,NA,NA,NA
"DE",1906,NA,NA,NA,196,NA,NA,NA,NA
"DE",1907,NA,NA,NA,197,NA,NA,NA,NA
"DE",1908,NA,NA,NA,199,NA,NA,NA,NA
"DE",1909,NA,NA,NA,201,NA,NA,NA,NA
"DE",1910,NA,NA,NA,203,NA,NA,NA,NA
"DE",1911,NA,NA,NA,207,NA,NA,NA,NA
"DE",1912,NA,NA,NA,209,NA,NA,NA,NA
"DE",1913,NA,NA,NA,213,NA,NA,NA,NA
"DE",1914,NA,NA,NA,216,NA,NA,NA,NA
"DE",1915,NA,NA,NA,217,NA,NA,NA,NA
"DE",1916,NA,NA,NA,219,NA,NA,NA,NA
"DE",1917,NA,NA,NA,222,NA,NA,NA,NA
"DE",1918,NA,NA,NA,220,NA,NA,NA,NA
"DE",1919,NA,NA,NA,221,NA,NA,NA,NA
"DE",1920,NA,NA,NA,219,NA,NA,NA,NA
"DE",1921,NA,NA,NA,216,NA,NA,NA,NA
"DE",1922,NA,NA,NA,214,NA,NA,NA,NA
"DE",1923,NA,NA,NA,215,NA,NA,NA,NA
"DE",1924,NA,NA,NA,219,NA,NA,NA,NA
"DE",1925,NA,NA,NA,222,NA,NA,NA,NA
"DE",1926,NA,NA,NA,225,NA,NA,NA,NA
"DE",1927,NA,NA,NA,229,NA,NA,NA,NA
"DE",1928,NA,NA,NA,233,NA,NA,NA,NA
"DE",1929,NA,NA,NA,236,NA,NA,NA,NA
"DE",1930,NA,NA,NA,239,NA,NA,NA,NA
"DE",1931,NA,NA,NA,242,NA,NA,NA,NA
"DE",1932,NA,NA,NA,245,NA,NA,NA,NA
"DE",1933,NA,NA,NA,248,NA,NA,NA,NA
"DE",1934,NA,NA,NA,250,NA,NA,NA,NA
"DE",1935,NA,NA,NA,252,NA,NA,NA,NA
"DE",1936,NA,NA,NA,253,NA,NA,NA,NA
"DE",1937,NA,NA,NA,254,NA,NA,NA,NA
"DE",1938,NA,NA,NA,257,NA,NA,NA,NA
"DE",1939,NA,NA,NA,263,NA,NA,NA,NA
"DE",1940,NA,NA,NA,269,NA,NA,NA,NA
"DE",1941,NA,NA,NA,275,NA,NA,NA,NA
"DE",1942,NA,NA,NA,279,NA,NA,NA,NA
"DE",1943,NA,NA,NA,282,NA,NA,NA,NA
"DE",1944,NA,NA,NA,285,NA,NA,NA,NA
"DE",1945,NA,NA,NA,286,NA,NA,NA,NA
"DE",1946,NA,NA,NA,299,NA,NA,NA,NA
"DE",1947,NA,NA,NA,305,NA,NA,NA,NA
"DE",1948,NA,NA,NA,312,NA,NA,NA,NA
"DE",1949,NA,NA,NA,316,NA,NA,NA,NA
"DE",1950,NA,NA,NA,321,NA,NA,NA,NA
"DE",1951,NA,NA,NA,331,NA,NA,NA,NA
"DE",1952,NA,NA,NA,341,NA,NA,NA,NA
"DE",1953,NA,NA,NA,351,NA,NA,NA,NA
"DE",1954,NA,NA,NA,368,NA,NA,NA,NA
"DE",1955,NA,NA,NA,389,NA,NA,NA,NA
"DE",1956,NA,NA,NA,408,NA,NA,NA,NA
"DE",1957,NA,NA,NA,426,NA,NA,NA,NA
"DE",1958,NA,NA,NA,433,NA,NA,NA,NA
"DE",1959,NA,NA,NA,441,NA,NA,NA,NA
"DE",1960,NA,NA,NA,449,NA,NA,NA,NA
"DE",1961,NA,NA,NA,461,NA,NA,NA,NA
"DE",1962,NA,NA,NA,469,NA,NA,NA,NA
"DE",1963,NA,NA,NA,483,NA,NA,NA,NA
"DE",1964,NA,NA,NA,497,NA,NA,NA,NA
"DE",1965,NA,NA,NA,507,NA,NA,NA,NA
"DE",1966,NA,NA,NA,516,NA,NA,NA,NA
"DE",1967,NA,NA,NA,525,NA,NA,NA,NA
"DE",1968,NA,NA,NA,534,NA,NA,NA,NA
"DE",1969,NA,NA,NA,540,NA,NA,NA,NA
"DE",1970,NA,NA,NA,548.104,NA,NA,NA,NA
"DE",1971,NA,NA,NA,564.708,NA,NA,NA,NA
"DE",1972,NA,NA,NA,572.913,NA,NA,NA,NA
"DE",1973,NA,NA,NA,577.759,NA,NA,NA,NA
"DE",1974,NA,NA,NA,581.418,NA,NA,NA,NA
"DE",1975,NA,NA,NA,586.589,NA,NA,NA,NA
"FL",1900,NA,NA,NA,530,NA,NA,NA,NA
"FL",1901,NA,NA,NA,544,NA,NA,NA,NA
"FL",1902,NA,NA,NA,565,NA,NA,NA,NA
"FL",1903,NA,NA,NA,587,NA,NA,NA,NA
"FL",1904,NA,NA,NA,599,NA,NA,NA,NA
"FL",1905,NA,NA,NA,615,NA,NA,NA,NA
"FL",1906,NA,NA,NA,628,NA,NA,NA,NA
"FL",1907,NA,NA,NA,645,NA,NA,NA,NA
"FL",1908,NA,NA,NA,684,NA,NA,NA,NA
"FL",1909,NA,NA,NA,724,NA,NA,NA,NA
"FL",1910,NA,NA,NA,756,NA,NA,NA,NA
