"state","year","min_wage","gdp_millions","unemployment","population","rental_vacancy_rate","bachelors","homeowner_rate","manufacturing"
"OH",1966,NA,NA,NA,10330,NA,NA,NA,NA
"OH",1967,NA,NA,NA,10414,NA,NA,NA,NA
"OH",1968,NA,NA,NA,10516,NA,NA,NA,NA
"OH",1969,NA,NA,NA,10563,NA,NA,NA,NA
"OH",1970,NA,NA,NA,10657.423,NA,NA,NA,NA
"OH",1971,NA,NA,NA,10734.818,NA,NA,NA,NA
"OH",1972,NA,NA,NA,10746.993,NA,NA,NA,NA
"OH",1973,NA,NA,NA,10767.314,NA,NA,NA,NA
"OH",1974,NA,NA,NA,10765.759,NA,NA,NA,NA
"OH",1975,NA,NA,NA,10770.425,NA,NA,NA,NA
"OK",1900,NA,NA,NA,800,NA,NA,NA,NA
"OK",1901,NA,NA,NA,916,NA,NA,NA,NA
"OK",1902,NA,NA,NA,1027,NA,NA,NA,NA
"OK",1903,NA,NA,NA,1118,NA,NA,NA,NA
"OK",1904,NA,NA,NA,1200,NA,NA,NA,NA
"OK",1905,NA,NA,NA,1277,NA,NA,NA,NA
"OK",1906,NA,NA,NA,1349,NA,NA,NA,NA
"OK",1907,NA,NA,NA,1414,NA,NA,NA,NA
"OK",1908,NA,NA,NA,1498,NA,NA,NA,NA
"OK",1909,NA,NA,NA,1585,NA,NA,NA,NA
"OK",1910,NA,NA,NA,1671,NA,NA,NA,NA
"OK",1911,NA,NA,NA,1714,NA,NA,NA,NA
"OK",1912,NA,NA,NA,1737,NA,NA,NA,NA
"OK",1913,NA,NA,NA,1777,NA,NA,NA,NA
"OK",1914,NA,NA,NA,1824,NA,NA,NA,NA
"OK",1915,NA,NA,NA,1860,NA,NA,NA,NA
"OK",1916,NA,NA,NA,1907,NA,NA,NA,NA
"OK",1917,NA,NA,NA,1960,NA,NA,NA,NA
"OK",1918,NA,NA,NA,1969,NA,NA,NA,NA
"OK",1919,NA,NA,NA,2003,NA,NA,NA,NA
"OK",1920,NA,NA,NA,2055,NA,NA,NA,NA
"OK",1921,NA,NA,NA,2108,NA,NA,NA,NA
"OK",1922,NA,NA,NA,2140,NA,NA,NA,NA
"OK",1923,NA,NA,NA,2159,NA,NA,NA,NA
"OK",1924,NA,NA,NA,2179,NA,NA,NA,NA
"OK",1925,NA,NA,NA,2216,NA,NA,NA,NA
"OK",1926,NA,NA,NA,2256,NA,NA,NA,NA
"OK",1927,NA,NA,NA,2306,NA,NA,NA,NA
"OK",1928,NA,NA,NA,2344,NA,NA,NA,NA
"OK",1929,NA,NA,NA,2372,NA,NA,NA,NA
"OK",1930,NA,NA,NA,2401,NA,NA,NA,NA
"OK",1931,NA,NA,NA,2403,NA,NA,NA,NA
"OK",1932,NA,NA,NA,2394,NA,NA,NA,NA
"OK",1933,NA,NA,NA,2392,NA,NA,NA,NA
"OK",1934,NA,NA,NA,2391,NA,NA,NA,NA
"OK",1935,NA,NA,NA,2386,NA,NA,NA,NA
"OK",1936,NA,NA,NA,2365,NA,NA,NA,NA
"OK",1937,NA,NA,NA,2334,NA,NA,NA,NA
"OK",1938,NA,NA,NA,2324,NA,NA,NA,NA
"OK",1939,NA,NA,NA,2333,NA,NA,NA,NA
"OK",1940,NA,NA,NA,2325,NA,NA,NA,NA
"OK",1941,NA,NA,NA,2262,NA,NA,NA,NA
"OK",1942,NA,NA,NA,2215,NA,NA,NA,NA
"OK",1943,NA,NA,NA,2205,NA,NA,NA,NA
"OK",1944,NA,NA,NA,2043,NA,NA,NA,NA
"OK",1945,NA,NA,NA,2028,NA,NA,NA,NA
"OK",1946,NA,NA,NA,2128,NA,NA,NA,NA
"OK",1947,NA,NA,NA,2133,NA,NA,NA,NA
"OK",1948,NA,NA,NA,2089,NA,NA,NA,NA
"OK",1949,NA,NA,NA,2105,NA,NA,NA,NA
"OK",1950,NA,NA,NA,2229,NA,NA,NA,NA
"OK",1951,NA,NA,NA,2210,NA,NA,NA,NA
"OK",1952,NA,NA,NA,2219,NA,NA,NA,NA
"OK",1953,NA,NA,NA,2182,NA,NA,NA,NA
"OK",1954,NA,NA,NA,2209,NA,NA,NA,NA
"OK",1955,NA,NA,NA,2250,NA,NA,NA,NA
"OK",1956,NA,NA,NA,2273,NA,NA,NA,NA
"OK",1957,NA,NA,NA,2282,NA,NA,NA,NA
"OK",1958,NA,NA,NA,2267,NA,NA,NA,NA
"OK",1959,NA,NA,NA,2289,NA,NA,NA,NA
"OK",1960,NA,NA,NA,2336,NA,NA,NA,NA
"OK",1961,NA,NA,NA,2380,NA,NA,NA,NA
"OK",1962,NA,NA,NA,2427,NA,NA,NA,NA
"OK",1963,NA,NA,NA,2439,NA,NA,NA,NA
"OK",1964,NA,NA,NA,2446,NA,NA,NA,NA
"OK",1965,NA,NA,NA,2440,NA,NA,NA,NA
"OK",1966,NA,NA,NA,2454,NA,NA,NA,NA
"OK",1967,NA,NA,NA,2489,NA,NA,NA,NA
"OK",1968,NA,NA,NA,2503,NA,NA,NA,NA
"OK",1969,NA,NA,NA,2535,NA,NA,NA,NA
"OK",1970,NA,NA,NA,2559.463,NA,NA,NA,NA
"OK",1971,NA,NA,NA,2618.601,NA,NA,NA,NA
"OK",1972,NA,NA,NA,2658.646,NA,NA,NA,NA
"OK",1973,NA,NA,NA,2695.931,NA,NA,NA,NA
"OK",1974,NA,NA,NA,2734.768,NA,NA,NA,NA
"OK",1975,NA,NA,NA,2774.683,NA,NA,NA,NA
"OR",1900,NA,NA,NA,415,NA,NA,NA,NA
"OR",1901,NA,NA,NA,434,NA,NA,NA,NA
"OR",1902,NA,NA,NA,454,NA,NA,NA,NA
"OR",1903,NA,NA,NA,479,NA,NA,NA,NA
"OR",1904,NA,NA,NA,504,NA,NA,NA,NA
"OR",1905,NA,NA,NA,530,NA,NA,NA,NA
"OR",1906,NA,NA,NA,555,NA,NA,NA,NA
"OR",1907,NA,NA,NA,580,NA,NA,NA,NA
"OR",1908,NA,NA,NA,610,NA,NA,NA,NA
"OR",1909,NA,NA,NA,643,NA,NA,NA,NA
"OR",1910,NA,NA,NA,677,NA,NA,NA,NA
"OR",1911,NA,NA,NA,692,NA,NA,NA,NA
"OR",1912,NA,NA,NA,706,NA,NA,NA,NA
"OR",1913,NA,NA,NA,722,NA,NA,NA,NA
"OR",1914,NA,NA,NA,736,NA,NA,NA,NA
"OR",1915,NA,NA,NA,745,NA,NA,NA,NA
"OR",1916,NA,NA,NA,756,NA,NA,NA,NA
"OR",1917,NA,NA,NA,763,NA,NA,NA,NA
"OR",1918,NA,NA,NA,763,NA,NA,NA,NA
"OR",1919,NA,NA,NA,774,NA,NA,NA,NA
"OR",1920,NA,NA,NA,788,NA,NA,NA,NA
"OR",1921,NA,NA,NA,798,NA,NA,NA,NA
"OR",1922,NA,NA,NA,814,NA,NA,NA,NA
"OR",1923,NA,NA,NA,833,NA,NA,NA,NA
"OR",1924,NA,NA,NA,856,NA,NA,NA,NA
"OR",1925,NA,NA,NA,883,NA,NA,NA,NA
"OR",1926,NA,NA,NA,905,NA,NA,NA,NA
"OR",1927,NA,NA,NA,925,NA,NA,NA,NA
"OR",1928,NA,NA,NA,936,NA,NA,NA,NA
"OR",1929,NA,NA,NA,947,NA,NA,NA,NA
"OR",1930,NA,NA,NA,956,NA,NA,NA,NA
"OR",1931,NA,NA,NA,966,NA,NA,NA,NA
"OR",1932,NA,NA,NA,972,NA,NA,NA,NA
"OR",1933,NA,NA,NA,978,NA,NA,NA,NA
"OR",1934,NA,NA,NA,985,NA,NA,NA,NA
"OR",1935,NA,NA,NA,1001,NA,NA,NA,NA
"OR",1936,NA,NA,NA,1025,NA,NA,NA,NA
"OR",1937,NA,NA,NA,1048,NA,NA,NA,NA
"OR",1938,NA,NA,NA,1067,NA,NA,NA,NA
"OR",1939,NA,NA,NA,1081,NA,NA,NA,NA
"OR",1940,NA,NA,NA,1086,NA,NA,NA,NA
"OR",1941,NA,NA,NA,1071,NA,NA,NA,NA
"OR",1942,NA,NA,NA,1107,NA,NA,NA,NA
"OR",1943,NA,NA,NA,1221,NA,NA,NA,NA
"OR",1944,NA,NA,NA,1233,NA,NA,NA,NA
"OR",1945,NA,NA,NA,1250,NA,NA,NA,NA
"OR",1946,NA,NA,NA,1338,NA,NA,NA,NA
"OR",1947,NA,NA,NA,1361,NA,NA,NA,NA
"OR",1948,NA,NA,NA,1405,NA,NA,NA,NA
"OR",1949,NA,NA,NA,1431,NA,NA,NA,NA
"OR",1950,NA,NA,NA,1532,NA,NA,NA,NA
"OR",1951,NA,NA,NA,1556,NA,NA,NA,NA
"OR",1952,NA,NA,NA,1582,NA,NA,NA,NA
"OR",1953,NA,NA,NA,1601,NA,NA,NA,NA
"OR",1954,NA,NA,NA,1626,NA,NA,NA,NA
"OR",1955,NA,NA,NA,1659,NA,NA,NA,NA
"OR",1956,NA,NA,NA,1698,NA,NA,NA,NA
"OR",1957,NA,NA,NA,1712,NA,NA,NA,NA
"OR",1958,NA,NA,NA,1718,NA,NA,NA,NA
"OR",1959,NA,NA,NA,1746,NA,NA,NA,NA
"OR",1960,NA,NA,NA,1772,NA,NA,NA,NA
"OR",1961,NA,NA,NA,1787,NA,NA,NA,NA
"OR",1962,NA,NA,NA,1818,NA,NA,NA,NA
"OR",1963,NA,NA,NA,1853,NA,NA,NA,NA
"OR",1964,NA,NA,NA,1888,NA,NA,NA,NA
"OR",1965,NA,NA,NA,1937,NA,NA,NA,NA
"OR",1966,NA,NA,NA,1969,NA,NA,NA,NA
"OR",1967,NA,NA,NA,1979,NA,NA,NA,NA
"OR",1968,NA,NA,NA,2004,NA,NA,NA,NA
"OR",1969,NA,NA,NA,2062,NA,NA,NA,NA
"OR",1970,NA,NA,NA,2091.533,NA,NA,NA,NA
"OR",1971,NA,NA,NA,2151.022,NA,NA,NA,NA
"OR",1972,NA,NA,NA,2197.297,NA,NA,NA,NA
"OR",1973,NA,NA,NA,2241.932,NA,NA,NA,NA
"OR",1974,NA,NA,NA,2285.013,NA,NA,NA,NA
"OR",1975,NA,NA,NA,2329.661,NA,NA,NA,NA
"PA",1900,NA,NA,NA,6313,NA,NA,NA,NA
"PA",1901,NA,NA,NA,6439,NA,NA,NA,NA
"PA",1902,NA,NA,NA,6567,NA,NA,NA,NA
"PA",1903,NA,NA,NA,6699,NA,NA,NA,NA
"PA",1904,NA,NA,NA,6833,NA,NA,NA,NA
"PA",1905,NA,NA,NA,6970,NA,NA,NA,NA
"PA",1906,NA,NA,NA,7110,NA,NA,NA,NA
"PA",1907,NA,NA,NA,7253,NA,NA,NA,NA
"PA",1908,NA,NA,NA,7398,NA,NA,NA,NA
"PA",1909,NA,NA,NA,7546,NA,NA,NA,NA
"PA",1910,NA,NA,NA,7706,NA,NA,NA,NA
"PA",1911,NA,NA,NA,7850,NA,NA,NA,NA
"PA",1912,NA,NA,NA,7986,NA,NA,NA,NA
"PA",1913,NA,NA,NA,8139,NA,NA,NA,NA
"PA",1914,NA,NA,NA,8276,NA,NA,NA,NA
"PA",1915,NA,NA,NA,8362,NA,NA,NA,NA
"PA",1916,NA,NA,NA,8463,NA,NA,NA,NA
"PA",1917,NA,NA,NA,8578,NA,NA,NA,NA
"PA",1918,NA,NA,NA,8524,NA,NA,NA,NA
"PA",1919,NA,NA,NA,8643,NA,NA,NA,NA
"PA",1920,NA,NA,NA,8740,NA,NA,NA,NA
"PA",1921,NA,NA,NA,8900,NA,NA,NA,NA
"PA",1922,NA,NA,NA,8982,NA,NA,NA,NA
"PA",1923,NA,NA,NA,9148,NA,NA,NA,NA
"PA",1924,NA,NA,NA,9383,NA,NA,NA,NA
"PA",1925,NA,NA,NA,9478,NA,NA,NA,NA
"PA",1926,NA,NA,NA,9594,NA,NA,NA,NA
"PA",1927,NA,NA,NA,9745,NA,NA,NA,NA
"PA",1928,NA,NA,NA,9802,NA,NA,NA,NA
"PA",1929,NA,NA,NA,9723,NA,NA,NA,NA
"PA",1930,NA,NA,NA,9649,NA,NA,NA,NA
"PA",1931,NA,NA,NA,9707,NA,NA,NA,NA
"PA",1932,NA,NA,NA,9764,NA,NA,NA,NA
"PA",1933,NA,NA,NA,9784,NA,NA,NA,NA
"PA",1934,NA,NA,NA,9795,NA,NA,NA,NA
"PA",1935,NA,NA,NA,9774,NA,NA,NA,NA
"PA",1936,NA,NA,NA,9767,NA,NA,NA,NA
"PA",1937,NA,NA,NA,9790,NA,NA,NA,NA
"PA",1938,NA,NA,NA,9952,NA,NA,NA,NA
"PA",1939,NA,NA,NA,9901,NA,NA,NA,NA
"PA",1940,NA,NA,NA,9896,NA,NA,NA,NA
"PA",1941,NA,NA,NA,9911,NA,NA,NA,NA
"PA",1942,NA,NA,NA,9704,NA,NA,NA,NA
"PA",1943,NA,NA,NA,9444,NA,NA,NA,NA
"PA",1944,NA,NA,NA,9214,NA,NA,NA,NA
"PA",1945,NA,NA,NA,9143,NA,NA,NA,NA
"PA",1946,NA,NA,NA,9866,NA,NA,NA,NA
"PA",1947,NA,NA,NA,10196,NA,NA,NA,NA
"PA",1948,NA,NA,NA,10287,NA,NA,NA,NA
"PA",1949,NA,NA,NA,10390,NA,NA,NA,NA
"PA",1950,NA,NA,NA,10507,NA,NA,NA,NA
"PA",1951,NA,NA,NA,10461,NA,NA,NA,NA
"PA",1952,NA,NA,NA,10503,NA,NA,NA,NA
"PA",1953,NA,NA,NA,10662,NA,NA,NA,NA
"PA",1954,NA,NA,NA,10817,NA,NA,NA,NA
"PA",1955,NA,NA,NA,10939,NA,NA,NA,NA
"PA",1956,NA,NA,NA,10972,NA,NA,NA,NA
"PA",1957,NA,NA,NA,10954,NA,NA,NA,NA
"PA",1958,NA,NA,NA,11058,NA,NA,NA,NA
"PA",1959,NA,NA,NA,11234,NA,NA,NA,NA
"PA",1960,NA,NA,NA,11329,NA,NA,NA,NA
"PA",1961,NA,NA,NA,11392,NA,NA,NA,NA
"PA",1962,NA,NA,NA,11355,NA,NA,NA,NA
"PA",1963,NA,NA,NA,11424,NA,NA,NA,NA
"PA",1964,NA,NA,NA,11519,NA,NA,NA,NA
"PA",1965,NA,NA,NA,11620,NA,NA,NA,NA
"PA",1966,NA,NA,NA,11664,NA,NA,NA,NA
"PA",1967,NA,NA,NA,11681,NA,NA,NA,NA
"PA",1968,NA,NA,NA,11741,NA,NA,NA,NA
"PA",1969,NA,NA,NA,11741,NA,NA,NA,NA
"PA",1970,NA,NA,NA,11800.766,NA,NA,NA,NA
"PA",1971,NA,NA,NA,11886.4,NA,NA,NA,NA
"PA",1972,NA,NA,NA,11908.233,NA,NA,NA,NA
"PA",1973,NA,NA,NA,11890.527,NA,NA,NA,NA
"PA",1974,NA,NA,NA,11870.884,NA,NA,NA,NA
"PA",1975,NA,NA,NA,11906.095,NA,NA,NA,NA
"RI",1900,NA,NA,NA,430,NA,NA,NA,NA
"RI",1901,NA,NA,NA,441,NA,NA,NA,NA
"RI",1902,NA,NA,NA,450,NA,NA,NA,NA
"RI",1903,NA,NA,NA,460,NA,NA,NA,NA
"RI",1904,NA,NA,NA,471,NA,NA,NA,NA
"RI",1905,NA,NA,NA,481,NA,NA,NA,NA
"RI",1906,NA,NA,NA,492,NA,NA,NA,NA
"RI",1907,NA,NA,NA,505,NA,NA,NA,NA
"RI",1908,NA,NA,NA,519,NA,NA,NA,NA
"RI",1909,NA,NA,NA,532,NA,NA,NA,NA
"RI",1910,NA,NA,NA,545,NA,NA,NA,NA
"RI",1911,NA,NA,NA,556,NA,NA,NA,NA
"RI",1912,NA,NA,NA,567,NA,NA,NA,NA
"RI",1913,NA,NA,NA,578,NA,NA,NA,NA
"RI",1914,NA,NA,NA,589,NA,NA,NA,NA
"RI",1915,NA,NA,NA,597,NA,NA,NA,NA
"RI",1916,NA,NA,NA,598,NA,NA,NA,NA
"RI",1917,NA,NA,NA,606,NA,NA,NA,NA
"RI",1918,NA,NA,NA,604,NA,NA,NA,NA
"RI",1919,NA,NA,NA,603,NA,NA,NA,NA
"RI",1920,NA,NA,NA,613,NA,NA,NA,NA
"RI",1921,NA,NA,NA,629,NA,NA,NA,NA
"RI",1922,NA,NA,NA,644,NA,NA,NA,NA
"RI",1923,NA,NA,NA,656,NA,NA,NA,NA
"RI",1924,NA,NA,NA,669,NA,NA,NA,NA
"RI",1925,NA,NA,NA,680,NA,NA,NA,NA
"RI",1926,NA,NA,NA,681,NA,NA,NA,NA
"RI",1927,NA,NA,NA,677,NA,NA,NA,NA
"RI",1928,NA,NA,NA,678,NA,NA,NA,NA
"RI",1929,NA,NA,NA,684,NA,NA,NA,NA
"RI",1930,NA,NA,NA,686,NA,NA,NA,NA
"RI",1931,NA,NA,NA,681,NA,NA,NA,NA
"RI",1932,NA,NA,NA,677,NA,NA,NA,NA
"RI",1933,NA,NA,NA,675,NA,NA,NA,NA
"RI",1934,NA,NA,NA,675,NA,NA,NA,NA
"RI",1935,NA,NA,NA,678,NA,NA,NA,NA
"RI",1936,NA,NA,NA,686,NA,NA,NA,NA
"RI",1937,NA,NA,NA,694,NA,NA,NA,NA
"RI",1938,NA,NA,NA,694,NA,NA,NA,NA
"RI",1939,NA,NA,NA,701,NA,NA,NA,NA
"RI",1940,NA,NA,NA,719,NA,NA,NA,NA
"RI",1941,NA,NA,NA,731,NA,NA,NA,NA
"RI",1942,NA,NA,NA,748,NA,NA,NA,NA
"RI",1943,NA,NA,NA,760,NA,NA,NA,NA
"RI",1944,NA,NA,NA,795,NA,NA,NA,NA
"RI",1945,NA,NA,NA,776,NA,NA,NA,NA
"RI",1946,NA,NA,NA,770,NA,NA,NA,NA
"RI",1947,NA,NA,NA,776,NA,NA,NA,NA
"RI",1948,NA,NA,NA,787,NA,NA,NA,NA
"RI",1949,NA,NA,NA,801,NA,NA,NA,NA
"RI",1950,NA,NA,NA,786,NA,NA,NA,NA
"RI",1951,NA,NA,NA,784,NA,NA,NA,NA
"RI",1952,NA,NA,NA,802,NA,NA,NA,NA
"RI",1953,NA,NA,NA,815,NA,NA,NA,NA
"RI",1954,NA,NA,NA,816,NA,NA,NA,NA
"RI",1955,NA,NA,NA,823,NA,NA,NA,NA
"RI",1956,NA,NA,NA,840,NA,NA,NA,NA
"RI",1957,NA,NA,NA,851,NA,NA,NA,NA
"RI",1958,NA,NA,NA,858,NA,NA,NA,NA
"RI",1959,NA,NA,NA,857,NA,NA,NA,NA
"RI",1960,NA,NA,NA,855,NA,NA,NA,NA
"RI",1961,NA,NA,NA,858,NA,NA,NA,NA
"RI",1962,NA,NA,NA,871,NA,NA,NA,NA
"RI",1963,NA,NA,NA,876,NA,NA,NA,NA
"RI",1964,NA,NA,NA,885,NA,NA,NA,NA
"RI",1965,NA,NA,NA,893,NA,NA,NA,NA
"RI",1966,NA,NA,NA,899,NA,NA,NA,NA
"RI",1967,NA,NA,NA,909,NA,NA,NA,NA
"RI",1968,NA,NA,NA,922,NA,NA,NA,NA
"RI",1969,NA,NA,NA,932,NA,NA,NA,NA
"RI",1970,NA,NA,NA,949.723,NA,NA,NA,NA
"RI",1971,NA,NA,NA,963.107,NA,NA,NA,NA
"RI",1972,NA,NA,NA,974.79,NA,NA,NA,NA
"RI",1973,NA,NA,NA,975.738,NA,NA,NA,NA
"RI",1974,NA,NA,NA,950.615,NA,NA,NA,NA
"RI",1975,NA,NA,NA,942.788,NA,NA,NA,NA
"SC",1900,NA,NA,NA,1342,NA,NA,NA,NA
"SC",1901,NA,NA,NA,1361,NA,NA,NA,NA
"SC",1902,NA,NA,NA,1379,NA,NA,NA,NA
"SC",1903,NA,NA,NA,1397,NA,NA,NA,NA
"SC",1904,NA,NA,NA,1415,NA,NA,NA,NA
"SC",1905,NA,NA,NA,1433,NA,NA,NA,NA
"SC",1906,NA,NA,NA,1451,NA,NA,NA,NA
"SC",1907,NA,NA,NA,1468,NA,NA,NA,NA
"SC",1908,NA,NA,NA,1485,NA,NA,NA,NA
"SC",1909,NA,NA,NA,1502,NA,NA,NA,NA
"SC",1910,NA,NA,NA,1523,NA,NA,NA,NA
"SC",1911,NA,NA,NA,1548,NA,NA,NA,NA
"SC",1912,NA,NA,NA,1572,NA,NA,NA,NA
"SC",1913,NA,NA,NA,1599,NA,NA,NA,NA
"SC",1914,NA,NA,NA,1622,NA,NA,NA,NA
"SC",1915,NA,NA,NA,1635,NA,NA,NA,NA
"SC",1916,NA,NA,NA,1650,NA,NA,NA,NA
"SC",1917,NA,NA,NA,1675,NA,NA,NA,NA
"SC",1918,NA,NA,NA,1746,NA,NA,NA,NA
"SC",1919,NA,NA,NA,1687,NA,NA,NA,NA
"SC",1920,NA,NA,NA,1685,NA,NA,NA,NA
"SC",1921,NA,NA,NA,1693,NA,NA,NA,NA
"SC",1922,NA,NA,NA,1692,NA,NA,NA,NA
"SC",1923,NA,NA,NA,1699,NA,NA,NA,NA
"SC",1924,NA,NA,NA,1710,NA,NA,NA,NA
"SC",1925,NA,NA,NA,1718,NA,NA,NA,NA
"SC",1926,NA,NA,NA,1726,NA,NA,NA,NA
"SC",1927,NA,NA,NA,1736,NA,NA,NA,NA
"SC",1928,NA,NA,NA,1739,NA,NA,NA,NA
"SC",1929,NA,NA,NA,1739,NA,NA,NA,NA
"SC",1930,NA,NA,NA,1745,NA,NA,NA,NA
"SC",1931,NA,NA,NA,1753,NA,NA,NA,NA
"SC",1932,NA,NA,NA,1748,NA,NA,NA,NA
"SC",1933,NA,NA,NA,1752,NA,NA,NA,NA
"SC",1934,NA,NA,NA,1760,NA,NA,NA,NA
"SC",1935,NA,NA,NA,1769,NA,NA,NA,NA
"SC",1936,NA,NA,NA,1781,NA,NA,NA,NA
"SC",1937,NA,NA,NA,1802,NA,NA,NA,NA
"SC",1938,NA,NA,NA,1834,NA,NA,NA,NA
"SC",1939,NA,NA,NA,1872,NA,NA,NA,NA
"SC",1940,NA,NA,NA,1902,NA,NA,NA,NA
"SC",1941,NA,NA,NA,1962,NA,NA,NA,NA
"SC",1942,NA,NA,NA,2007,NA,NA,NA,NA
"SC",1943,NA,NA,NA,1967,NA,NA,NA,NA
"SC",1944,NA,NA,NA,1943,NA,NA,NA,NA
"SC",1945,NA,NA,NA,1934,NA,NA,NA,NA
"SC",1946,NA,NA,NA,1936,NA,NA,NA,NA
"SC",1947,NA,NA,NA,1992,NA,NA,NA,NA
"SC",1948,NA,NA,NA,1996,NA,NA,NA,NA
"SC",1949,NA,NA,NA,2029,NA,NA,NA,NA
"SC",1950,NA,NA,NA,2113,NA,NA,NA,NA
"SC",1951,NA,NA,NA,2167,NA,NA,NA,NA
"SC",1952,NA,NA,NA,2178,NA,NA,NA,NA
"SC",1953,NA,NA,NA,2181,NA,NA,NA,NA
"SC",1954,NA,NA,NA,2176,NA,NA,NA,NA
"SC",1955,NA,NA,NA,2200,NA,NA,NA,NA
"SC",1956,NA,NA,NA,2229,NA,NA,NA,NA
"SC",1957,NA,NA,NA,2274,NA,NA,NA,NA
"SC",1958,NA,NA,NA,2304,NA,NA,NA,NA
"SC",1959,NA,NA,NA,2348,NA,NA,NA,NA
"SC",1960,NA,NA,NA,2392,NA,NA,NA,NA
"SC",1961,NA,NA,NA,2409,NA,NA,NA,NA
"SC",1962,NA,NA,NA,2423,NA,NA,NA,NA
"SC",1963,NA,NA,NA,2460,NA,NA,NA,NA
"SC",1964,NA,NA,NA,2475,NA,NA,NA,NA
"SC",1965,NA,NA,NA,2494,NA,NA,NA,NA
"SC",1966,NA,NA,NA,2520,NA,NA,NA,NA
"SC",1967,NA,NA,NA,2533,NA,NA,NA,NA
"SC",1968,NA,NA,NA,2559,NA,NA,NA,NA
"SC",1969,NA,NA,NA,2570,NA,NA,NA,NA
"SC",1970,NA,NA,NA,2590.713,NA,NA,NA,NA
"SC",1971,NA,NA,NA,2662.269,NA,NA,NA,NA
"SC",1972,NA,NA,NA,2719.197,NA,NA,NA,NA
"SC",1973,NA,NA,NA,2776.605,NA,NA,NA,NA
"SC",1974,NA,NA,NA,2844.749,NA,NA,NA,NA
"SC",1975,NA,NA,NA,2902.028,NA,NA,NA,NA
"SD",1900,NA,NA,NA,403,NA,NA,NA,NA
"SD",1901,NA,NA,NA,418,NA,NA,NA,NA
"SD",1902,NA,NA,NA,431,NA,NA,NA,NA
"SD",1903,NA,NA,NA,437,NA,NA,NA,NA
"SD",1904,NA,NA,NA,452,NA,NA,NA,NA
"SD",1905,NA,NA,NA,461,NA,NA,NA,NA
"SD",1906,NA,NA,NA,477,NA,NA,NA,NA
"SD",1907,NA,NA,NA,498,NA,NA,NA,NA
"SD",1908,NA,NA,NA,527,NA,NA,NA,NA
"SD",1909,NA,NA,NA,553,NA,NA,NA,NA
"SD",1910,NA,NA,NA,590,NA,NA,NA,NA
"SD",1911,NA,NA,NA,602,NA,NA,NA,NA
"SD",1912,NA,NA,NA,592,NA,NA,NA,NA
"SD",1913,NA,NA,NA,584,NA,NA,NA,NA
"SD",1914,NA,NA,NA,581,NA,NA,NA,NA
"SD",1915,NA,NA,NA,585,NA,NA,NA,NA
"SD",1916,NA,NA,NA,595,NA,NA,NA,NA
"SD",1917,NA,NA,NA,599,NA,NA,NA,NA
"SD",1918,NA,NA,NA,570,NA,NA,NA,NA
"SD",1919,NA,NA,NA,606,NA,NA,NA,NA
"SD",1920,NA,NA,NA,640,NA,NA,NA,NA
"SD",1921,NA,NA,NA,652,NA,NA,NA,NA
"SD",1922,NA,NA,NA,660,NA,NA,NA,NA
"SD",1923,NA,NA,NA,669,NA,NA,NA,NA
"SD",1924,NA,NA,NA,673,NA,NA,NA,NA
"SD",1925,NA,NA,NA,682,NA,NA,NA,NA
"SD",1926,NA,NA,NA,683,NA,NA,NA,NA
"SD",1927,NA,NA,NA,682,NA,NA,NA,NA
"SD",1928,NA,NA,NA,685,NA,NA,NA,NA
"SD",1929,NA,NA,NA,690,NA,NA,NA,NA
"SD",1930,NA,NA,NA,693,NA,NA,NA,NA
"SD",1931,NA,NA,NA,694,NA,NA,NA,NA
"SD",1932,NA,NA,NA,692,NA,NA,NA,NA
"SD",1933,NA,NA,NA,690,NA,NA,NA,NA
"SD",1934,NA,NA,NA,682,NA,NA,NA,NA
"SD",1935,NA,NA,NA,674,NA,NA,NA,NA
"SD",1936,NA,NA,NA,666,NA,NA,NA,NA
"SD",1937,NA,NA,NA,656,NA,NA,NA,NA
"SD",1938,NA,NA,NA,649,NA,NA,NA,NA
"SD",1939,NA,NA,NA,645,NA,NA,NA,NA
"SD",1940,NA,NA,NA,641,NA,NA,NA,NA
"SD",1941,NA,NA,NA,613,NA,NA,NA,NA
"SD",1942,NA,NA,NA,589,NA,NA,NA,NA
"SD",1943,NA,NA,NA,587,NA,NA,NA,NA
"SD",1944,NA,NA,NA,565,NA,NA,NA,NA
"SD",1945,NA,NA,NA,579,NA,NA,NA,NA
"SD",1946,NA,NA,NA,588,NA,NA,NA,NA
"SD",1947,NA,NA,NA,601,NA,NA,NA,NA
"SD",1948,NA,NA,NA,612,NA,NA,NA,NA
"SD",1949,NA,NA,NA,631,NA,NA,NA,NA
"SD",1950,NA,NA,NA,655,NA,NA,NA,NA
"SD",1951,NA,NA,NA,655,NA,NA,NA,NA
"SD",1952,NA,NA,NA,651,NA,NA,NA,NA
"SD",1953,NA,NA,NA,648,NA,NA,NA,NA
"SD",1954,NA,NA,NA,655,NA,NA,NA,NA
"SD",1955,NA,NA,NA,663,NA,NA,NA,NA
"SD",1956,NA,NA,NA,670,NA,NA,NA,NA
"SD",1957,NA,NA,NA,666,NA,NA,NA,NA
"SD",1958,NA,NA,NA,656,NA,NA,NA,NA
"SD",1959,NA,NA,NA,667,NA,NA,NA,NA
"SD",1960,NA,NA,NA,683,NA,NA,NA,NA
"SD",1961,NA,NA,NA,693,NA,NA,NA,NA
"SD",1962,NA,NA,NA,705,NA,NA,NA,NA
